pair,label,prop-specific
"('lay_eggs', 'tabby')",neg,
"('lay_eggs', 'chow')",neg,
"('lay_eggs', 'drill')",neg,
"('lay_eggs', 'whippet')",neg,
"('lay_eggs', 'layer')",neg,
"('lay_eggs', 'sheep')",neg,
"('lay_eggs', 'painter')",neg,
"('lay_eggs', 'stag')",neg,
"('lay_eggs', 'cuscus')",neg,
"('lay_eggs', 'pointer')",neg,
"('lay_eggs', 'giraffe')",neg,
"('lay_eggs', 'hack')",neg,
"('lay_eggs', 'human')",neg,
"('lay_eggs', 'bronc')",neg,
"('lay_eggs', 'merino')",neg,
"('lay_eggs', 'skate')",neg,
"('lay_eggs', 'muskrat')",neg,
"('lay_eggs', 'hackney')",neg,
"('lay_eggs', 'armadillo')",neg,
"('lay_eggs', 'coypu')",neg,
"('lay_eggs', 'hare')",neg,
"('lay_eggs', 'roebuck')",neg,
"('lay_eggs', 'bushbaby')",neg,
"('lay_eggs', 'pig')",neg,
"('lay_eggs', 'lynx')",neg,
"('lay_eggs', 'addax')",neg,
"('lay_eggs', 'cow')",neg,
"('lay_eggs', 'whale')",neg,
"('lay_eggs', 'capybara')",neg,
"('lay_eggs', 'mangabey')",neg,
"('lay_eggs', 'chamois')",neg,
"('lay_eggs', 'leopard')",neg,
"('lay_eggs', 'torpedo')",neg,
"('swim', 'wolf')",pos,
"('swim', 'barbet')",pos,
"('swim', 'cygnet')",pos,
"('swim', 'glutton')",pos,
"('swim', 'burbot')",pos,
"('swim', 'pug')",pos,
"('swim', 'rockfish')",pos,
"('swim', 'sheldrake')",pos,
"('swim', 'silverside')",pos,
"('swim', 'primate')",pos,
"('swim', 'crab')",pos,
"('swim', 'painter')",pos,
"('swim', 'goldeneye')",pos,
"('swim', 'vervet')",pos,
"('swim', 'goat')",pos,
"('swim', 'pony')",pos,
"('swim', 'mouse')",pos,
"('swim', 'bear')",pos,
"('swim', 'duckling')",pos,
"('swim', 'fawn')",pos,
"('swim', 'leopard')",pos,
"('swim', 'shad')",pos,
"('swim', 'cyprinid')",pos,
"('swim', 'stockfish')",pos,
"('swim', 'deer')",pos,
"('swim', 'puppy')",pos,
"('swim', 'frog')",pos,0.6651540994644165
"('swim', 'coho')",pos,
"('swim', 'runner')",pos,
"('swim', 'boa')",pos,
"('swim', 'beaver')",pos,
"('swim', 'rodent')",pos,
"('swim', 'cobia')",pos,
"('swim', 'snake')",pos,
"('swim', 'shrimp')",pos,0.6651540994644165
"('swim', 'goatfish')",pos,
"('swim', 'armadillo')",pos,
"('swim', 'otter')",pos,
"('swim', 'lynx')",pos,
"('swim', 'albacore')",pos,
"('swim', 'albatross')",pos,
"('swim', 'bass')",pos,
"('swim', 'basset')",pos,
"('swim', 'sardine')",pos,
"('swim', 'retriever')",pos,
"('swim', 'haddock')",pos,
"('swim', 'herring')",pos,
"('swim', 'octopus')",pos,
"('swim', 'anglerfish')",pos,
"('swim', 'cob')",pos,
"('swim', 'trout')",pos,0.6651540994644165
"('swim', 'duck')",pos,
"('swim', 'catfish')",pos,
"('swim', 'cichlid')",pos,
"('swim', 'mankind')",pos,
"('swim', 'gnu')",pos,
"('swim', 'shark')",pos,0.6651540994644165
"('swim', 'seahorse')",pos,
"('swim', 'sawfish')",pos,
"('swim', 'hake')",pos,
"('swim', 'blenny')",pos,
"('swim', 'plaice')",pos,
"('swim', 'serpent')",pos,
"('swim', 'bay')",pos,0.6651540994644165
"('swim', 'sturgeon')",pos,
"('swim', 'whale')",pos,0.6651540994644165
"('swim', 'seal')",pos,
"('swim', 'cat')",pos,
"('swim', 'largemouth')",pos,
"('swim', 'reindeer')",pos,
"('swim', 'bullhead')",pos,
"('swim', 'bluefin')",pos,
"('swim', 'bottlenose')",pos,
"('swim', 'boar')",pos,
"('swim', 'capelin')",pos,
"('swim', 'stickleback')",pos,
"('swim', 'fish')",pos,0.6651540994644165
"('swim', 'bulldog')",pos,
"('swim', 'scaup')",pos,
"('swim', 'gunnel')",pos,
"('swim', 'guppy')",pos,
"('swim', 'whiting')",pos,
"('swim', 'dog')",pos,
"('swim', 'panther')",pos,
"('swim', 'flamingo')",pos,
"('swim', 'bluefish')",pos,
"('swim', 'croaker')",pos,
"('swim', 'halfbeak')",pos,
"('swim', 'cod')",pos,
"('swim', 'grindle')",pos,
"('swim', 'gander')",pos,
"('swim', 'toy')",pos,
"('swim', 'mammal')",pos,
"('swim', 'coypu')",pos,
"('swim', 'hippo')",pos,
"('swim', 'sunfish')",pos,
"('swim', 'bloodhound')",pos,
"('swim', 'darter')",pos,
"('swim', 'perch')",pos,
"('swim', 'loach')",pos,
"('swim', 'curassow')",neg,
"('swim', 'sparrow')",neg,
"('swim', 'chicken')",neg,
"('swim', 'bonobo')",neg,
"('swim', 'bat')",neg,
"('swim', 'stock')",neg,
"('swim', 'cockatoo')",neg,
"('swim', 'meadowlark')",neg,
"('swim', 'lapwing')",neg,
"('swim', 'buzzard')",neg,
"('swim', 'lion')",neg,
"('swim', 'silverfish')",neg,
"('swim', 'livestock')",neg,
"('swim', 'rooster')",neg,
"('swim', 'thornbill')",neg,
"('swim', 'roach')",neg,
"('swim', 'robin')",neg,
"('swim', 'drum')",neg,
"('swim', 'colobus')",neg,
"('swim', 'skylark')",neg,
"('swim', 'canary')",neg,
"('swim', 'chameleon')",neg,
"('swim', 'pompon')",neg,
"('swim', 'eagle')",neg,0.1330308198928833
"('swim', 'partridge')",neg,
"('swim', 'whiff')",neg,
"('swim', 'toucanet')",neg,
"('swim', 'squirrel')",neg,
"('swim', 'wren')",neg,
"('swim', 'owl')",neg,
"('swim', 'crow')",neg,
"('swim', 'fox')",neg,
"('swim', 'dunnock')",neg,
"('swim', 'neritidae')",neg,
"('swim', 'hack')",neg,
"('swim', 'springbok')",neg,
"('swim', 'gaur')",neg,
"('swim', 'bunting')",neg,
"('swim', 'llama')",neg,
"('swim', 'accentor')",neg,
"('swim', 'creeper')",neg,
"('swim', 'beef')",neg,
"('swim', 'thresher')",neg,
"('swim', 'parakeet')",neg,
"('swim', 'lark')",neg,
"('swim', 'sweeper')",neg,
"('swim', 'chamois')",neg,
median,,0.33078367665173514
